ev,phi0,phi1p,phi2p,phi3p,phi4p,phi5p,phi6p,phi7p,phi8p
236,6,6,6,6,6,6,6,6,6
236,7,7,7,7,7,7,7,7,7
236,8,8,8,8,8,8,8,8,8
236,9,9,9,9,9,9,9,9,9
236,10,32,28,28,28,28,28,28,28
236,11,11,11,11,11,11,11,11,11
236,12,12,12,12,12,12,12,12,12
236,13,13,13,13,13,13,13,13,13
236,14,14,14,14,14,14,14,14,14
236,15,15,27,27,27,27,27,27,27
236,16,16,16,16,16,16,16,16,16
236,17,17,17,17,17,17,17,17,17
236,18,18,34,10,10,10,10,10,10
236,19,19,19,19,19,19,19,19,19
236,20,20,20,20,24,20,20,20,20
236,21,21,21,21,21,21,21,21,21
236,22,29,29,29,29,29,29,29,29
236,23,23,23,23,23,23,23,23,23
236,24,24,2,24,20,24,24,24,24
236,25,25,25,25,25,25,25,25,25
236,26,26,26,26,26,26,26,26,26
236,27,27,15,15,15,15,15,15,15
236,28,28,32,32,32,32,32,32,32
236,29,22,22,22,22,22,22,22,22
236,30,30,30,30,30,30,30,30,30
236,31,31,31,31,31,31,31,31,31
236,32,10,18,18,18,18,18,18,18
236,33,33,33,33,33,33,33,33,33
236,34,34,10,34,34,34,34,34,34
236,35,35,35,35,35,35,35,35,35
236,36,36,36,36,36,36,36,36,36
236,37,37,37,37,37,37,37,37,37
236,38,38,38,38,38,38,38,38,38
236,39,39,39,39,39,39,39,39,39
237,0,0,0,0,0,0,0,0,0
237,1,1,1,1,1,1,1,1,1
237,2,33,33,33,33,33,33,33,33
237,3,3,3,3,3,3,3,3,3
237,4,4,4,4,4,4,4,4,4
237,5,5,5,5,5,5,5,5,5
237,6,6,6,6,6,6,6,6,6
237,7,7,7,7,7,7,7,7,7
237,8,8,8,8,8,8,8,8,8
237,9,9,9,9,9,9,9,9,9
237,10,10,10,10,10,10,10,10,10
237,11,11,11,11,11,11,11,11,11
237,12,12,12,12,12,12,12,12,12
237,13,13,13,13,13,13,13,13,13
237,14,14,14,34,14,14,14,14,14
237,15,15,15,15,15,15,15,15,15
237,16,16,16,16,16,16,16,16,16
237,17,17,17,17,17,17,17,17,17
237,18,18,18,18,18,18,18,18,18
237,19,19,19,19,19,19,19,19,19
237,20,20,20,20,20,20,20,20,20
237,21,21,21,21,21,21,21,21,21
237,22,22,22,22,22,22,22,22,22
237,23,23,23,23,23,23,23,23,23
237,24,24,24,24,24,24,24,24,24
237,25,25,25,25,25,25,25,25,25
237,26,26,26,26,26,26,26,26,26
237,27,27,27,27,27,27,27,27,27
237,28,28,28,28,28,28,28,28,28
237,29,29,29,29,29,29,29,29,29
237,30,30,30,30,30,30,30,30,30
237,31,31,31,31,31,31,31,31,31
237,32,32,32,32,32,32,32,32,32
237,33,2,2,2,2,2,2,2,2
237,34,34,34,14,34,34,34,34,34
237,35,35,35,35,35,35,35,35,35
237,36,36,36,36,36,36,36,36,36
238,0,0,0,0,0,0,0,0,0
238,1,1,1,1,1,1,1,1,1
238,2,2,2,2,2,2,2,2,2
238,3,3,3,3,3,3,3,3,3
238,4,4,4,4,4,4,4,4,4
238,5,5,5,5,5,5,5,5,5
238,6,6,6,6,6,6,6,6,6
238,7,7,7,7,7,7,7,7,7
238,8,8,8,8,8,8,8,8,8
238,9,9,9,9,9,9,9,9,9
238,10,10,10,10,10,10,10,10,10
238,11,11,11,11,11,11,11,11,11
238,12,12,12,12,12,12,12,12,12
238,13,13,13,13,13,13,13,13,13
238,14,14,14,14,14,14,14,14,14
238,15,15,15,15,15,15,15,15,15
238,16,39,39,39,39,39,39,39,39
238,17,17,17,17,17,17,17,17,17
238,18,18,18,18,18,18,18,18,18
238,19,19,19,19,19,41,19,19,19
238,20,20,20,20,20,20,20,20,20
238,21,21,21,21,21,21,21,21,21
238,22,22,22,22,22,22,22,22,22
238,23,23,23,23,23,23,23,23,23
238,24,24,24,24,24,24,24,24,24
238,25,25,25,25,25,25,25,25,25
238,26,26,26,26,26,26,26,26,26
238,27,27,27,27,27,27,27,27,27
238,28,28,28,28,28,28,28,28,28
238,29,29,29,29,29,29,29,29,29
238,30,30,30,30,30,30,30,30,30
238,31,31,31,31,31,31,31,31,31
238,32,32,32,32,32,32,32,32,32
238,33,33,33,33,33,33,33,33,33
238,34,34,34,34,34,34,34,34,34
238,35,35,35,35,35,35,35,35,35
238,36,36,36,36,36,36,36,36,36
238,37,37,37,37,37,37,37,37,37
238,38,38,38,38,38,38,38,38,38
238,39,16,16,16,16,16,16,16,16
238,40,40,40,40,40,40,40,40,40
238,41,41,41,41,41,19,41,41,41
239,0,0,0,0,0,0,0,0,0
239,1,1,1,1,1,1,1,1,1
239,2,2,2,2,2,2,2,2,2
239,3,3,3,3,3,3,3,3,3
239,4,4,4,4,4,4,4,4,4
239,5,5,5,5,5,5,5,5,5
239,6,6,6,6,6,6,6,6,6
239,7,7,7,7,7,7,7,7,7
239,8,8,8,8,8,8,8,8,8
239,9,9,9,9,9,9,9,9,9
239,10,10,10,10,10,10,10,10,10
239,11,11,11,11,11,11,11,11,11
239,12,12,12,12,12,12,12,12,12
239,13,13,13,13,13,13,13,13,13
239,14,14,14,14,14,14,14,14,14
239,15,15,15,15,15,15,15,15,15
239,16,16,16,16,16,16,16,16,16
239,17,17,17,17,17,17,17,17,17
239,18,18,18,18,18,18,18,18,18
239,19,19,20,19,19,19,19,19,19
239,20,20,19,20,20,20,20,20,20
239,21,21,21,21,21,21,21,21,21
239,22,22,22,22,22,22,22,22,22
239,23,23,23,23,23,23,23,23,23
239,24,24,24,24,24,24,24,24,24
239,25,25,25,25,25,25,25,25,25
239,26,26,26,26,26,26,26,26,26
239,27,27,27,27,27,27,27,27,27
239,28,28,28,28,28,28,28,28,28
239,29,29,29,29,29,29,29,29,29
239,30,30,30,30,30,30,30,30,30
239,31,31,31,31,31,31,31,31,31
239,32,32,32,32,32,32,32,32,32
239,33,33,33,33,33,33,33,33,33
239,34,34,34,34,34,34,34,34,34
239,35,35,35,35,35,35,35,35,35
239,36,36,36,36,36,36,36,36,36
239,37,37,37,37,37,37,37,37,37
240,0,0,0,0,0,0,0,0,0
240,1,1,1,1,1,1,1,1,1
240,2,2,2,2,2,2,2,21,2
240,3,3,3,3,3,3,3,3,3
240,4,4,4,4,4,4,4,4,4
240,5,5,5,5,5,5,5,5,5
240,6,32,30,30,30,30,30,30,30
240,7,7,7,7,7,7,7,7,7
240,8,8,8,8,8,8,8,8,8
240,9,9,9,9,9,9,9,9,9
240,10,10,10,10,10,10,10,10,10
240,11,11,11,11,11,11,11,11,11
240,12,12,12,12,12,12,12,12,12
240,13,13,13,13,13,13,13,13,13
240,14,14,14,14,14,14,14,14,14
240,15,15,15,15,15,15,15,15,15
240,16,16,16,16,16,16,16,16,16
240,17,17,17,17,17,17,17,17,17
240,18,18,18,18,18,18,18,18,18
240,19,19,19,19,19,19,19,19,19
240,20,20,20,20,20,20,20,20,20
240,21,34,21,21,21,21,21,2,21
240,22,22,22,22,22,22,22,22,22
240,23,23,23,23,23,23,23,23,23
240,24,24,24,24,24,24,24,24,24
240,25,25,25,25,25,25,25,25,25
240,26,26,26,26,26,26,26,26,26
240,27,27,27,27,27,27,27,27,27
240,28,28,28,28,28,28,28,28,28
240,29,29,29,29,29,29,29,29,29
240,30,6,6,6,6,6,6,6,6
240,31,31,31,31,31,31,31,31,31
240,32,30,32,32,32,32,32,32,32
240,33,33,33,33,33,33,33,33,33
240,34,21,34,34,34,34,34,34,34
240,35,35,35,35,35,35,35,35,35
240,36,36,36,36,36,36,36,36,36
240,37,37,37,37,37,37,37,37,37
240,38,38,38,38,38,38,38,38,38
241,0,0,18,0,0,0,0,0,0
241,1,1,1,1,1,1,1,1,1
241,2,2,2,2,2,2,2,2,2
241,3,3,3,3,3,3,3,3,3
241,4,4,4,4,4,4,4,4,4
241,5,5,5,5,5,5,5,5,5
241,6,6,6,6,6,6,6,6,6
241,7,7,7,7,7,7,7,7,7
241,8,8,8,8,8,8,8,8,8
241,9,9,9,9,9,9,9,9,9
241,10,10,10,10,10,10,10,10,10
241,11,11,11,11,11,11,11,11,11
241,12,12,12,12,12,12,12,12,12
241,13,13,13,13,13,13,13,13,13
241,14,14,14,14,14,14,14,14,14
241,15,15,15,15,15,15,15,15,15
241,16,16,16,16,16,16,16,16,16
241,17,17,17,17,17,17,17,17,17
241,18,18,0,18,18,18,18,18,18
241,19,19,19,19,19,19,19,19,19
241,20,20,20,20,20,20,20,20,20
241,21,21,21,21,21,21,21,21,21
241,22,22,22,22,22,22,22,22,22
241,23,23,23,23,23,23,23,23,23
241,24,24,24,24,24,24,24,24,24
241,25,25,25,25,25,25,25,25,25
241,26,26,26,26,26,26,26,26,26
241,27,27,27,27,27,27,27,27,27
241,28,28,28,28,28,28,28,28,28
241,29,29,29,29,29,29,29,29,29
241,30,30,30,30,30,30,30,30,30
241,31,31,31,31,31,31,31,31,31
241,32,32,32,32,32,32,32,32,32
241,33,33,33,33,33,33,33,33,33
242,0,0,0,0,0,0,11,0,0
242,1,1,1,1,1,1,1,1,1
242,2,2,2,2,2,2,2,2,2
242,3,3,3,3,3,3,3,3,3
242,4,13,13,13,13,13,13,13,13
242,5,5,5,5,5,5,5,5,5
242,6,6,6,6,6,6,6,6,6
242,7,7,7,7,7,7,7,7,7
242,8,8,8,8,8,8,8,8,8
242,9,9,9,9,9,9,9,9,9
242,10,10,11,11,11,11,0,11,11
242,11,11,10,10,10,10,10,10,10
242,12,12,12,12,12,12,12,12,12
242,13,4,31,31,31,31,31,31,31
242,14,14,14,14,14,14,14,14,14
242,15,15,15,15,15,15,15,15,15
242,16,16,16,16,16,16,16,16,16
242,17,17,17,17,17,17,17,17,17
242,18,18,18,18,18,18,18,18,18
242,19,19,19,19,19,19,19,19,19
242,20,20,20,20,20,20,20,20,20
242,21,21,21,21,21,21,21,21,21
242,22,22,22,22,22,22,22,22,22
242,23,23,23,23,23,23,23,23,23
242,24,24,24,24,24,24,24,24,24
242,25,25,25,25,25,25,25,25,25
242,26,26,26,26,26,26,26,26,26
242,27,27,27,27,27,27,27,27,27
242,28,28,28,28,28,28,28,28,28
242,29,29,29,29,29,29,29,29,29
242,30,30,30,30,30,30,30,30,30
242,31,31,4,4,4,4,4,4,4
242,32,32,32,32,32,32,32,32,32
242,33,33,33,33,33,33,33,33,33
243,0,0,0,0,0,0,0,0,0
243,1,1,1,1,1,1,1,1,1
243,2,2,2,2,2,2,2,2,2
243,3,3,3,3,3,3,3,3,3
243,4,4,4,4,4,4,4,4,4
243,5,5,5,5,5,5,5,5,5
243,6,10,10,10,10,10,10,10,10
243,7,7,7,7,7,7,7,7,7
243,8,8,8,8,17,8,8,8,8
243,9,9,9,9,9,9,9,9,9
243,10,6,6,6,6,6,6,6,6
243,11,11,11,11,11,11,11,11,11
243,12,12,12,12,12,12,12,12,12
243,13,13,13,13,13,13,13,13,13
243,14,14,14,14,14,14,14,14,14
243,15,15,15,15,15,15,15,15,15
243,16,16,16,16,16,16,16,16,16
243,17,17,17,17,8,17,17,17,17
243,18,18,18,18,18,18,18,18,18
243,19,19,19,19,19,19,19,19,19
243,20,20,20,20,20,20,20,20,20
243,21,21,21,21,21,21,21,21,21
243,22,22,22,22,22,22,22,22,22
243,23,23,23,23,23,23,23,23,23
243,24,24,24,24,24,24,24,24,24
243,25,25,25,25,25,25,25,25,25
243,26,26,26,26,26,26,26,26,26
243,27,27,27,27,27,27,27,27,27
243,28,28,28,28,28,28,28,28,28
243,29,29,29,29,29,29,29,29,29
243,30,30,30,30,30,30,30,30,30
243,31,31,31,31,31,31,31,31,31
243,32,32,32,32,32,32,32,32,32
243,33,33,33,33,33,33,33,33,33
243,34,34,34,34,34,34,34,34,34
243,35,35,35,35,35,35,35,35,35
243,36,36,36,36,36,36,36,36,36
243,37,37,37,37,37,37,37,37,37
243,38,38,38,38,38,38,38,38,38
244,0,0,0,0,0,0,0,0,0
244,1,1,1,1,1,1,1,1,1
244,2,2,2,2,2,2,2,2,2
244,3,3,3,3,3,3,3,3,3
244,4,4,4,4,4,4,4,4,4
244,5,5,5,5,5,5,5,5,5
244,6,6,6,6,6,6,6,6,6
244,7,7,7,7,7,7,7,7,7
244,8,8,8,8,8,8,8,8,8
244,9,9,9,9,9,9,9,9,9
244,10,10,10,10,10,10,10,10,10
244,11,11,19,11,11,11,11,11,11
244,12,12,12,12,12,12,12,12,12
244,13,13,13,13,13,13,13,13,13
244,14,14,14,14,14,14,14,14,14
244,15,15,15,15,15,15,15,15,15
244,16,16,16,16,16,16,16,16,16
244,17,17,17,17,17,17,17,17,17
244,18,18,18,18,18,18,18,18,18
244,19,19,11,19,19,19,19,19,19
244,20,20,20,20,20,20,20,20,20
244,21,21,21,21,21,21,21,21,21
244,22,27,27,22,22,27,27,27,27
244,23,23,23,23,23,23,23,23,23
244,24,24,24,24,24,24,24,24,24
244,25,25,25,25,25,25,25,25,25
244,26,26,26,26,26,26,26,26,26
244,27,22,22,27,27,22,22,22,22
244,28,28,28,28,28,28,28,28,28
244,29,29,29,29,29,29,29,29,29
244,30,30,30,30,30,30,30,30,30
244,31,31,31,31,31,31,31,31,31
244,32,32,32,32,32,32,32,32,32
244,33,33,33,33,33,33,33,33,33
244,34,34,34,34,34,34,34,34,34
244,35,35,35,35,35,35,35,35,35
244,36,36,36,36,36,36,36,36,36
244,37,37,37,37,37,37,37,37,37
244,38,38,38,38,38,38,38,38,38
245,0,0,0,0,0,0,0,0,0
245,1,1,1,1,1,1,1,1,1
245,2,2,2,2,2,2,2,2,2
245,3,3,3,3,3,3,3,3,3
245,4,4,4,4,4,29,4,4,4
245,5,5,5,5,5,5,5,5,5
245,6,6,6,6,6,6,6,6,6
245,7,7,7,7,7,7,7,7,7
245,8,8,8,8,8,8,8,8,8
245,9,9,9,9,9,9,9,9,9
245,10,10,10,10,10,10,10,10,10
245,11,11,11,11,11,11,11,11,11
245,12,12,12,12,12,12,12,12,12
245,13,13,13,13,13,13,13,13,13
245,14,14,14,14,14,14,14,14,14
245,15,15,15,15,15,15,15,15,15
245,16,16,16,16,16,16,16,16,16
245,17,17,17,17,17,17,17,17,17
245,18,18,18,18,18,18,18,18,18
245,19,19,19,19,19,19,19,19,19
245,20,20,20,20,20,20,20,20,20
245,21,21,21,21,21,21,21,21,21
245,22,22,22,22,22,22,22,22,22
245,23,23,23,23,23,23,23,23,23
245,24,24,24,24,24,24,24,24,24
245,25,25,25,25,25,25,25,25,25
245,26,26,26,26,26,26,26,26,26
245,27,27,27,27,27,27,27,27,27
245,28,28,28,28,28,28,28,28,28
245,29,29,29,29,29,4,29,29,29
245,30,30,30,30,30,30,30,30,30
245,31,31,31,31,31,31,31,31,31
245,32,32,32,32,32,32,32,32,32
245,33,33,33,33,33,33,33,33,33
245,34,34,34,34,34,34,34,34,34
245,35,35,35,35,35,35,35,35,35
245,36,36,36,36,36,36,36,36,36
245,37,37,37,37,37,37,37,37,37
245,38,38,38,38,38,38,38,38,38
245,39,39,39,39,39,39,39,39,39
245,40,40,40,40,40,40,40,40,40
246,0,0,0,0,0,0,0,0,0
246,1,1,36,36,22,36,36,36,36
246,2,2,2,2,2,2,2,2,2
246,3,3,3,3,3,3,3,3,3
246,4,4,4,4,4,4,4,4,4
246,5,5,5,5,5,5,5,5,5
246,6,6,6,6,6,6,6,6,6
246,7,7,7,7,7,7,7,7,7
246,8,8,35,35,35,35,35,35,35
246,9,9,9,9,9,9,9,9,9
246,10,10,10,10,10,10,10,10,10
246,11,11,11,11,11,11,11,11,11
246,12,12,12,12,12,12,12,12,12
246,13,13,13,13,13,13,13,13,13
246,14,14,14,14,14,14,14,14,14
246,15,15,15,15,15,15,15,15,15
246,16,16,16,16,16,16,16,16,16
246,17,17,17,17,17,17,17,17,17
246,18,18,18,18,18,18,18,18,18
246,19,19,19,19,19,19,19,19,19
246,20,20,20,20,20,20,20,20,20
246,21,21,21,21,21,21,21,21,21
246,22,22,22,22,36,22,22,22,22
246,23,23,23,23,23,23,23,23,23
246,24,24,24,24,24,24,24,24,24
246,25,25,25,25,25,25,25,25,25
246,26,26,26,26,26,26,26,26,26
246,27,27,27,27,27,27,27,27,27
246,28,28,28,28,28,28,28,28,28
246,29,29,29,29,29,29,29,29,29
246,30,30,30,30,30,30,30,30,30
246,31,31,31,31,31,31,31,31,31
246,32,32,32,32,32,32,32,32,32
246,33,33,33,33,33,33,33,33,33
246,34,34,34,34,34,34,34,34,34
246,35,35,8,8,8,8,8,8,8
246,36,36,1,1,1,1,1,1,1
246,37,37,37,37,37,37,37,37,37
247,0,0,0,0,0,0,0,0,0
247,1,1,1,1,1,1,1,1,1
247,2,2,2,2,2,2,2,2,2
247,3,3,3,3,3,3,3,3,3
247,4,4,4,4,4,4,4,4,4
247,5,5,5,5,5,5,5,5,5
247,6,6,6,6,6,6,6,6,6
247,7,7,7,7,7,7,7,7,7
247,8,8,8,8,8,8,8,8,8
247,9,9,9,9,9,9,9,9,9
247,10,10,10,10,10,10,10,10,10
247,11,11,11,11,11,11,11,11,11
247,12,12,12,12,12,12,12,12,12
247,13,13,13,13,13,13,13,13,13
247,14,14,14,14,14,14,14,14,14
247,15,15,15,15,15,15,15,15,15
247,16,16,16,16,16,16,16,16,16
247,17,17,17,17,17,17,17,17,17
247,18,39,39,39,24,39,39,39,39
247,19,19,19,19,19,19,19,19,19
247,20,20,20,20,20,20,20,20,20
247,21,21,21,21,21,21,21,21,21
247,22,22,22,22,22,22,22,22,22
247,23,23,23,23,23,23,23,23,23
247,24,24,24,24,39,24,24,24,24
247,25,25,25,25,25,25,25,25,25
247,26,26,26,26,26,26,26,26,26
247,27,27,27,27,27,27,27,27,27
247,28,28,28,28,28,28,28,28,28
247,29,29,29,29,29,29,29,29,29
247,30,30,30,30,30,30,30,30,30
247,31,31,31,31,31,31,31,31,31
247,32,32,32,32,32,32,32,32,32
247,33,18,33,33,33,33,33,33,33
247,34,34,34,34,34,34,34,34,34
247,35,35,35,35,35,35,35,35,35
247,36,36,36,36,36,36,36,36,36
247,37,37,37,37,37,37,37,37,37
247,38,38,38,38,38,38,38,38,38
247,39,33,18,18,18,18,18,18,18
247,40,40,40,40,40,40,40,40,40
247,41,41,41,41,41,41,41,41,41
247,42,42,42,42,42,42,42,42,42
247,43,43,43,43,43,43,43,43,43
248,0,0,0,0,0,0,0,0,0
248,1,1,1,1,1,1,1,1,1
248,2,2,2,2,2,2,2,2,2
248,3,3,3,3,3,3,3,3,3
248,4,4,4,4,4,4,4,4,4
248,5,33,33,33,33,33,33,33,33
248,6,6,6,6,6,6,6,6,6
248,7,7,7,7,7,7,7,7,7
248,8,8,8,8,8,8,8,8,8
248,9,9,9,9,9,9,9,9,9
248,10,10,10,10,10,10,10,10,10
248,11,11,11,11,11,11,11,11,11
248,12,12,12,12,12,12,12,12,12
248,13,13,13,13,13,13,13,13,13
248,14,14,14,14,14,14,14,14,14
248,15,15,15,15,15,15,15,15,15
248,16,16,16,16,16,16,16,16,16
248,17,17,17,17,17,17,17,17,17
248,18,18,18,18,18,18,18,18,18
248,19,19,19,19,19,19,19,19,19
248,20,20,20,20,20,20,20,20,20
248,21,21,21,21,21,21,21,21,21
248,22,22,22,22,22,22,22,22,22
248,23,23,23,23,23,23,23,23,23
248,24,24,24,24,24,24,24,24,24
248,25,25,26,25,25,25,25,25,25
248,26,26,25,26,26,26,26,26,26
248,27,27,27,27,27,27,27,27,27
248,28,28,28,28,28,28,28,28,28
248,29,29,29,29,29,29,29,29,29
248,30,30,30,30,30,30,30,30,30
248,31,31,31,31,31,31,31,31,31
248,32,32,32,32,32,32,32,32,32
248,33,5,5,5,5,5,5,5,5
248,34,34,34,34,34,34,34,34,34
248,35,35,35,35,35,35,35,35,35
248,36,36,36,36,36,36,36,36,36
249,0,29,29,29,29,29,29,29,29
249,1,1,1,1,1,1,1,1,1
249,2,2,2,2,2,2,2,2,2
249,3,3,3,3,3,3,3,3,3
249,4,4,4,4,4,4,4,4,4
249,5,5,5,5,5,5,5,5,5
249,6,6,6,6,6,6,6,6,6
249,7,7,7,7,7,7,7,7,7
249,8,8,8,8,8,8,8,8,8
249,9,16,9,9,9,9,9,9,9
249,10,10,10,10,10,10,10,10,10
249,11,11,11,11,11,11,11,11,11
249,12,12,12,12,12,12,12,12,12
249,13,13,13,13,13,13,13,13,13
249,14,14,14,14,14,14,14,14,14
249,15,15,15,15,15,15,15,15,15
249,16,9,16,16,16,16,16,16,16
249,17,17,17,17,17,17,17,17,17
249,18,18,18,18,18,18,18,18,18
249,19,19,19,19,19,19,19,19,19
249,20,20,20,20,20,20,20,20,20
249,21,21,21,21,21,21,21,21,21
249,22,22,22,22,22,22,22,22,22
249,23,23,23,23,23,23,23,23,23
249,24,24,34,34,34,34,34,34,34
249,25,25,25,25,25,25,25,25,25
249,26,26,26,26,26,26,26,26,26
249,27,27,27,27,27,27,27,27,27
249,28,28,28,28,28,28,28,28,28
249,29,0,0,0,0,0,0,0,0
249,30,30,30,30,30,30,30,30,30
249,31,31,31,31,31,31,31,31,31
249,32,32,32,32,32,32,32,32,32
249,33,33,33,33,33,33,33,33,33
249,34,34,24,24,24,24,24,24,24
249,35,35,35,35,35,35,35,35,35
249,36,36,36,36,36,36,36,36,36
249,37,37,37,37,37,37,37,37,37
249,38,38,38,38,38,38,38,38,38
250,0,0,0,0,0,0,0,0,0
250,1,1,1,1,1,1,1,1,1
250,2,2,2,2,2,2,2,2,2
250,3,3,3,3,3,3,3,3,3
250,4,4,4,4,4,4,4,4,4
250,5,5,5,5,5,5,5,5,5
250,6,6,6,6,6,6,6,6,6
250,7,7,7,7,7,7,7,7,7
250,8,8,8,8,8,8,8,8,8
250,9,9,9,9,9,9,9,9,9
250,10,10,10,10,10,10,10,10,10
250,11,11,11,11,11,11,11,11,11
250,12,12,12,12,12,12,12,12,12
250,13,13,13,13,13,13,13,13,13
250,14,14,14,14,14,14,14,14,14
250,15,15,15,15,15,15,15,15,15
250,16,16,16,16,16,16,16,16,16
250,17,17,17,17,17,17,17,17,17
250,18,18,18,18,18,18,18,18,18
250,19,19,19,19,19,19,19,19,19
250,20,20,20,20,20,20,20,20,20
250,21,21,21,21,21,21,21,21,21
250,22,22,22,22,22,22,22,22,22
250,23,23,23,23,23,23,23,23,23
250,24,24,24,24,24,24,24,24,24
250,25,25,25,25,25,25,25,25,25
250,26,26,26,26,26,26,26,26,26
250,27,27,27,27,27,27,27,27,27
250,28,28,28,28,28,28,28,28,28
250,29,29,29,29,29,29,29,29,29
250,30,30,30,30,30,30,30,30,30
250,31,31,31,31,31,31,31,31,31
250,32,32,32,32,32,32,32,32,32
250,33,33,33,33,33,33,33,33,33
250,34,34,34,34,34,34,34,34,34
250,35,35,35,35,35,35,35,35,35
250,36,36,36,36,36,36,36,36,36
250,37,37,37,37,37,37,37,37,37
250,38,38,38,38,38,38,38,38,38
251,0,0,0,0,0,0,0,0,0
251,1,1,1,1,1,1,1,1,1
251,2,2,2,2,2,2,2,2,2
251,3,3,3,3,3,3,3,3,3
251,4,4,4,4,4,4,4,4,4
251,5,5,5,5,5,5,5,5,5
251,6,6,6,6,6,6,6,6,6
251,7,7,7,7,7,7,7,7,7
251,8,8,8,8,8,8,8,8,8
251,9,9,9,9,9,9,9,9,9
251,10,10,10,10,10,10,10,10,10
251,11,11,11,11,11,11,11,11,11
251,12,12,12,12,12,12,12,20,12
251,13,13,13,13,13,13,13,13,13
251,14,14,14,14,14,14,14,14,14
251,15,15,15,15,15,15,15,15,15
251,16,16,16,16,16,16,16,16,16
251,17,17,17,17,17,17,17,17,17
251,18,18,18,18,18,18,18,18,18
251,19,19,19,19,19,19,19,19,19
251,20,20,20,20,20,20,20,12,20
251,21,21,21,21,21,21,21,21,21
251,22,22,22,22,22,22,22,22,22
251,23,23,23,23,23,23,23,23,23
251,24,24,24,24,24,24,24,24,24
251,25,25,25,25,25,25,25,25,25
251,26,26,26,26,26,26,26,26,26
251,27,27,27,27,27,27,27,27,27
251,28,28,28,28,28,28,28,28,28
251,29,29,29,29,29,29,29,29,29
251,30,30,30,30,30,30,30,30,30
251,31,31,31,31,31,31,31,31,31
251,32,32,32,32,32,32,32,32,32
251,33,33,33,33,33,33,33,33,33
251,34,34,34,34,34,34,34,34,34
251,35,35,35,35,35,35,35,35,35
251,36,36,36,36,36,36,36,36,36
251,37,37,37,37,37,37,37,37,37
252,0,0,0,0,0,0,0,0,0
252,1,1,1,1,1,1,1,1,1
252,2,2,2,2,2,2,2,2,2
252,3,3,3,3,3,3,3,3,3
252,4,4,4,4,4,4,4,4,4
252,5,5,5,5,5,5,5,5,5
252,6,6,6,6,6,6,6,6,6
252,7,7,11,7,7,7,7,7,7
252,8,8,8,8,8,8,8,8,8
252,9,9,9,9,9,9,9,9,9
252,10,10,10,10,10,10,10,10,10
252,11,11,7,11,11,11,11,11,11
252,12,12,12,12,12,12,12,12,12
252,13,13,13,13,13,13,13,13,13
252,14,14,14,14,14,14,14,14,14
252,15,15,15,15,15,15,15,15,15
252,16,16,16,16,16,16,16,16,16
252,17,17,17,17,17,17,17,17,17
252,18,18,18,18,18,18,18,18,18
252,19,19,19,19,19,19,19,19,19
252,20,20,20,20,20,20,20,20,20
252,21,21,21,21,21,21,21,21,21
252,22,22,22,22,22,22,22,22,22
252,23,23,23,23,23,23,23,23,23
252,24,24,24,24,24,24,24,24,24
252,25,25,25,25,25,25,25,25,25
252,26,26,26,26,26,26,26,26,26
252,27,27,27,27,27,27,27,27,27
252,28,28,28,28,28,28,28,28,28
252,29,29,29,29,29,29,29,29,29
252,30,30,30,30,30,30,30,30,30
252,31,31,31,31,31,31,31,31,31
252,32,32,32,32,32,32,32,32,32
252,33,34,33,33,33,33,33,33,33
252,34,33,34,34,34,34,34,34,34
252,35,35,35,35,35,35,35,35,35
252,36,36,36,36,36,36,36,36,36
252,37,37,37,37,37,37,37,37,37
252,38,38,38,38,38,38,38,38,38
252,39,39,39,39,39,39,39,39,39
253,0,0,0,0,0,0,0,0,0
253,1,1,1,1,1,1,1,1,1
253,2,7,7,7,7,7,7,7,7
253,3,3,3,3,3,3,3,3,3
253,4,4,4,4,4,4,4,4,4
253,5,5,5,5,5,5,5,5,5
253,6,6,6,6,6,6,6,6,6
253,7,2,2,2,2,2,2,2,2
253,8,8,8,8,8,8,8,8,8
253,9,9,9,9,9,9,9,9,9
253,10,10,10,10,10,10,10,10,10
253,11,11,11,11,11,11,11,11,11
253,12,12,12,12,12,12,12,12,12
253,13,37,37,37,37,37,37,37,37
253,14,14,14,14,14,14,14,14,14
253,15,15,15,15,15,15,15,15,15
253,16,16,16,16,16,16,16,16,16
253,17,17,17,17,17,17,17,17,17
253,18,18,18,18,18,18,18,18,18
253,19,19,19,19,19,19,19,19,19
253,20,20,20,20,20,20,20,20,20
253,21,21,21,21,21,21,21,21,21
253,22,22,22,22,22,22,22,22,22
253,23,23,23,23,23,23,23,23,23
253,24,24,24,24,24,24,24,24,24
253,25,25,25,25,25,25,25,25,25
253,26,26,26,26,26,26,26,26,26
253,27,27,27,27,27,27,27,27,27
253,28,28,28,28,28,28,28,28,28
253,29,29,29,29,29,29,29,29,29
253,30,30,30,30,30,30,30,30,30
253,31,31,31,31,31,31,31,31,31
253,32,32,32,32,32,32,32,32,32
253,33,33,33,33,33,33,33,33,33
253,34,34,34,34,34,34,34,34,34
253,35,35,35,35,35,35,35,35,35
253,36,36,36,36,36,36,36,36,36
253,37,13,13,13,13,13,13,13,13
253,38,38,38,38,38,38,38,38,38
253,39,39,39,39,39,39,39,39,39
254,0,0,0,0,0,0,0,0,0
254,1,1,1,1,1,1,1,1,1
254,2,2,2,2,2,2,2,2,2
254,3,3,3,3,3,3,3,3,3
254,4,4,4,4,4,4,4,4,4
